Player,Mode,Team,Event,Vs Who,Date,Group / Bracket,Map ID,Series ID,Map,Result,Role,Kills,Death,K/D,Plus / Minus,Hill Time,Assists,% of Team Kills,% of Team Deaths
Louqa,HP,PAR,FL,OGLA,5/9/2020,G,#00335,#00084,Rammaza,L,AR,29.0,24.0,1.21,5.0,56.0,,22.7%,17.9%
Mack,HP,NY,FL,FL,5/9/2020,G,#00338,#00085,Rammaza,W,SMG,29.0,22.0,1.32,7.0,72.0,10,21.3%,19.0%
Mack,HP,NY,FL,MIN,5/9/2020,G,#00344,#00087,Rammaza,W,SMG,24.0,27.0,0.89,-3.0,41.0,10,19.5%,24.5%
MajorManiak,HP,ATL,FL,LON,5/9/2020,G,#00327,#00082,Hackney,W,AR,12.0,11.0,1.09,1.0,1.0,4,16.7%,19.3%
MajorManiak,HP,ATL,FL,LON,5/9/2020,G,#00330,#00082,Gun Runner,W,AR,20.0,16.0,1.25,4.0,69.0,11,13.2%,14.2%
Maux,HP,FL,FL,NY,5/9/2020,G,#00338,#00085,Rammaza,L,FLEX,22.0,28.0,0.79,-6.0,41.0,4,19.0%,20.6%
Methodz,HP,TOR,FL,MIN,5/9/2020,G,#00331,#00083,Hackney,W,AR,30.0,16.0,1.88,14.0,116.0,11,23.4%,13.7%
Methodz,HP,TOR,FL,MIN,5/9/2020,G,#00334,#00083,Rammaza,W,AR,25.0,15.0,1.67,10.0,97.0,10,23.8%,17.0%
MeTTalZz,HP,TOR,FL,MIN,5/9/2020,G,#00331,#00083,Hackney,W,SMG,22.0,26.0,0.85,-4.0,80.0,11,17.2%,22.2%
MeTTalZz,HP,TOR,FL,MIN,5/9/2020,G,#00334,#00083,Rammaza,W,SMG,22.0,20.0,1.16,2.0,36.0,10,21.0%,21.6%
Priestahh,HP,ATL,FL,LON,5/9/2020,G,#00327,#00082,Hackney,W,FLEX,15.0,10.0,1.5,5.0,102.0,3,20.8%,17.5%
Priestahh,HP,ATL,FL,LON,5/9/2020,G,#00330,#00082,Gun Runner,W,FLEX,35.0,26.0,1.35,9.0,58.0,7,23.0%,23.0%
Seany,HP,LON,FL,ATL,5/9/2020,G,#00327,#00082,Hackney,L,FLEX,12.0,15.0,0.8,-3.0,2.0,6,21.1%,18.3%
Seany,HP,LON,FL,ATL,5/9/2020,G,#00330,#00082,Gun Runner,L,FLEX,15.0,32.0,0.47,-17.0,67.0,13,13.2%,21.5%
Seany,HP,LON,FL,OGLA,5/9/2020,G,#00341,#00086,Azhir,L,FLEX,21.0,24.0,0.88,-3.0,43.0,11,15.8%,17.9%
Shockz,HP,PAR,FL,OGLA,5/9/2020,G,#00335,#00084,Rammaza,L,FLEX,27.0,23.0,1.17,4.0,84.0,,21.1%,17.2%
SiLLY,HP,MIN,FL,TOR,5/9/2020,G,#00331,#00083,Hackney,L,FLEX,24.0,27.0,0.89,-3.0,28.0,4,20.5%,21.1%
SiLLY,HP,MIN,FL,TOR,5/9/2020,G,#00334,#00083,Rammaza,L,FLEX,13.0,24.0,0.54,-11.0,42.0,4,14.8%,22.9%
SiLLY,HP,MIN,FL,NY,5/9/2020,G,#00344,#00087,Rammaza,L,FLEX,18.0,25.0,0.72,-7.0,116.0,6,16.4%,20.3%
Simp,HP,ATL,FL,LON,5/9/2020,G,#00327,#00082,Hackney,W,SMG,18.0,12.0,1.5,6.0,14.0,4,25.0%,21.1%
Simp,HP,ATL,FL,LON,5/9/2020,G,#00330,#00082,Gun Runner,W,SMG,31.0,25.0,1.24,6.0,29.0,7,20.4%,22.1%
Skrapz,HP,LON,FL,ATL,5/9/2020,G,#00327,#00082,Hackney,L,FLEX,12.0,15.0,0.71,-3.0,0.0,6,21.1%,20.7%
Skrapz,HP,LON,FL,ATL,5/9/2020,G,#00330,#00082,Gun Runner,L,FLEX,25.0,30.0,0.83,-5.0,24.0,9,21.9%,20.1%
Skrapz,HP,LON,FL,OGLA,5/9/2020,G,#00341,#00086,Azhir,L,FLEX,31.0,30.0,1.03,1.0,69.0,17,23.3%,22.4%
Skyz,HP,FL,FL,NY,5/9/2020,G,#00338,#00085,Rammaza,L,AR,22.0,22.0,1.0,0.0,65.0,10,19.0%,16.2%
Slasher,HP,OGLA,FL,PAR,5/9/2020,G,#00335,#00084,Rammaza,W,AR,36.0,28.0,1.29,8.0,82.0,,26.9%,21.9%
Slasher,HP,OGLA,FL,LON,5/9/2020,G,#00341,#00086,Azhir,W,AR,18.0,24.0,0.75,-6.0,45.0,11,13.4%,18.0%
Temp,HP,NY,FL,FL,5/9/2020,G,#00338,#00085,Rammaza,W,FLEX,29.0,24.0,1.21,5.0,19.0,17,21.3%,20.7%
Temp,HP,NY,FL,MIN,5/9/2020,G,#00344,#00087,Rammaza,W,FLEX,20.0,22.0,0.91,-2.0,28.0,9,16.3%,20.0%
TJHaly,HP,OGLA,FL,PAR,5/9/2020,G,#00335,#00084,Rammaza,W,SMG,21.0,24.0,0.88,-3.0,30.0,,15.7%,18.8%
TJHaly,HP,OGLA,FL,LON,5/9/2020,G,#00341,#00086,Azhir,W,SMG,28.0,25.0,1.12,3.0,68.0,4,20.9%,18.8%
wuskin,HP,LON,FL,ATL,5/9/2020,G,#00327,#00082,Hackney,L,AR,8.0,12.0,0.73,-4.0,43.0,4,14.0%,13.4%
wuskin,HP,LON,FL,ATL,5/9/2020,G,#00330,#00082,Gun Runner,L,AR,15.0,27.0,0.56,-12.0,11.0,10,13.2%,18.1%
wuskin,HP,LON,FL,OGLA,5/9/2020,G,#00341,#00086,Azhir,L,AR,30.0,23.0,1.3,7.0,55.0,8,22.6%,17.2%
Zed,HP,PAR,FL,OGLA,5/9/2020,G,#00335,#00084,Rammaza,L,SMG,26.0,32.0,0.81,-6.0,13.0,,20.3%,23.9%
ZooMaa,HP,NY,FL,FL,5/9/2020,G,#00338,#00085,Rammaza,W,SMG,22.0,24.0,0.92,-2.0,76.0,7,16.2%,20.7%
ZooMaa,HP,NY,FL,MIN,5/9/2020,G,#00344,#00087,Rammaza,W,SMG,27.0,23.0,1.17,4.0,65.0,5,22.0%,20.9%
aBeZy,HP,ATL,FL,NY,5/10/2020,B,#00352,#00089,Gun Runner,W,SMG,36.0,29.0,1.24,7.0,67.0,9,23.5%,20.9%
aBeZy,HP,ATL,FL,NY,5/10/2020,B,#00355,#00089,Hackney,L,SMG,23.0,30.0,0.77,-7.0,66.0,,18.3%,22.6%
aBeZy,HP,ATL,FL,OGLA,5/10/2020,B,#00357,#00090,Azhir,L,SMG,32.0,39.0,0.82,-7.0,58.0,,20.0%,23.6%
aBeZy,HP,ATL,FL,OGLA,5/10/2020,B,#00360,#00090,St Petro,W,SMG,28.0,24.0,1.17,4.0,89.0,,20.7%,20.2%
Accuracy,HP,NY,FL,ATL,5/10/2020,B,#00352,#00089,Gun Runner,L,AR,18.0,25.0,0.72,-7.0,134.0,15,12.9%,16.3%
Accuracy,HP,NY,FL,ATL,5/10/2020,B,#00355,#00089,Hackney,W,AR,21.0,24.0,0.88,-3.0,99.0,,15.8%,19.0%
Attach,HP,NY,FL,ATL,5/10/2020,B,#00352,#00089,Gun Runner,L,FLEX,30.0,32.0,0.94,-2.0,17.0,11,21.6%,20.9%
Attach,HP,NY,FL,ATL,5/10/2020,B,#00355,#00089,Hackney,W,FLEX,30.0,24.0,1.25,6.0,51.0,,22.6%,19.0%
Bance,HP,TOR,FL,OGLA,5/10/2020,B,#00347,#00088,Rammaza,L,FLEX,21.0,24.0,0.88,-3.0,51.0,,15.8%,17.3%
Bance,HP,TOR,FL,OGLA,5/10/2020,B,#00350,#00088,Gun Runner,L,FLEX,31.0,37.0,0.84,-6.0,29.0,14,18.2%,21.9%
Cammy,HP,TOR,FL,OGLA,5/10/2020,B,#00347,#00088,Rammaza,L,FLEX,28.0,30.0,0.93,-2.0,49.0,,21.1%,21.6%
Cammy,HP,TOR,FL,OGLA,5/10/2020,B,#00350,#00088,Gun Runner,L,FLEX,43.0,37.0,1.16,6.0,46.0,14,25.3%,21.9%
Cellium,HP,ATL,FL,NY,5/10/2020,B,#00352,#00089,Gun Runner,W,FLEX,30.0,32.0,0.94,-2.0,22.0,11,19.6%,23.0%
Cellium,HP,ATL,FL,NY,5/10/2020,B,#00355,#00089,Hackney,L,FLEX,26.0,22.0,1.18,4.0,59.0,,20.6%,16.5%
Cellium,HP,ATL,FL,OGLA,5/10/2020,B,#00357,#00090,Azhir,L,FLEX,34.0,31.0,1.1,3.0,46.0,,21.3%,18.8%
Cellium,HP,ATL,FL,OGLA,5/10/2020,B,#00360,#00090,St Petro,W,FLEX,18.0,22.0,0.82,-4.0,126.0,,13.3%,18.5%
Chino,HP,OGLA,FL,TOR,5/10/2020,B,#00347,#00088,Rammaza,W,FLEX,20.0,25.0,0.8,-5.0,107.0,,14.5%,18.8%
Chino,HP,OGLA,FL,TOR,5/10/2020,B,#00350,#00088,Gun Runner,W,FLEX,28.0,35.0,0.8,-7.0,59.0,8,16.6%,20.6%
Chino,HP,OGLA,FL,ATL,5/10/2020,B,#00357,#00090,Azhir,W,FLEX,28.0,34.0,0.82,-6.0,67.0,,17.0%,21.3%
Chino,HP,OGLA,FL,ATL,5/10/2020,B,#00360,#00090,St Petro,L,FLEX,26.0,29.0,0.9,-3.0,83.0,,21.8%,21.5%
Classic,HP,TOR,FL,OGLA,5/10/2020,B,#00347,#00088,Rammaza,L,SMG,25.0,30.0,0.83,-5.0,111.0,,18.8%,21.6%
Classic,HP,TOR,FL,OGLA,5/10/2020,B,#00350,#00088,Gun Runner,L,SMG,32.0,36.0,0.89,-4.0,19.0,14,18.8%,21.3%
Dashy,HP,OGLA,FL,TOR,5/10/2020,B,#00347,#00088,Rammaza,W,FLEX,31.0,27.0,1.15,4.0,52.0,,22.5%,20.3%
Dashy,HP,OGLA,FL,TOR,5/10/2020,B,#00350,#00088,Gun Runner,W,FLEX,39.0,36.0,1.08,3.0,26.0,12,23.1%,21.2%
Dashy,HP,OGLA,FL,ATL,5/10/2020,B,#00357,#00090,Azhir,W,FLEX,39.0,32.0,1.22,7.0,33.0,,23.6%,20.0%
Dashy,HP,OGLA,FL,ATL,5/10/2020,B,#00360,#00090,St Petro,L,FLEX,21.0,31.0,0.68,-10.0,36.0,,17.6%,23.0%
Kenny,HP,OGLA,FL,TOR,5/10/2020,B,#00347,#00088,Rammaza,W,SMG,27.0,31.0,0.87,-4.0,46.0,,19.6%,23.3%
Kenny,HP,OGLA,FL,TOR,5/10/2020,B,#00350,#00088,Gun Runner,W,SMG,37.0,34.0,1.09,3.0,52.0,14,21.9%,20.0%
Kenny,HP,OGLA,FL,ATL,5/10/2020,B,#00357,#00090,Azhir,W,SMG,27.0,36.0,0.75,-9.0,69.0,,16.4%,22.5%
Kenny,HP,OGLA,FL,ATL,5/10/2020,B,#00360,#00090,St Petro,L,SMG,21.0,24.0,0.88,-3.0,68.0,,17.6%,17.8%
Mack,HP,NY,FL,ATL,5/10/2020,B,#00352,#00089,Gun Runner,L,SMG,28.0,33.0,0.85,-5.0,34.0,8,20.1%,21.6%
Mack,HP,NY,FL,ATL,5/10/2020,B,#00355,#00089,Hackney,W,SMG,28.0,25.0,1.12,3.0,22.0,,21.1%,19.8%
MajorManiak,HP,ATL,FL,NY,5/10/2020,B,#00352,#00089,Gun Runner,W,AR,31.0,21.0,1.48,10.0,61.0,13,20.3%,15.1%
MajorManiak,HP,ATL,FL,NY,5/10/2020,B,#00355,#00089,Hackney,L,AR,25.0,26.0,0.96,-1.0,12.0,,19.8%,19.5%
MajorManiak,HP,ATL,FL,OGLA,5/10/2020,B,#00357,#00090,Azhir,L,AR,26.0,24.0,1.08,2.0,61.0,,16.3%,14.5%
MajorManiak,HP,ATL,FL,OGLA,5/10/2020,B,#00360,#00090,St Petro,W,AR,24.0,24.0,1.0,0.0,6.0,,17.8%,20.2%
Methodz,HP,TOR,FL,OGLA,5/10/2020,B,#00347,#00088,Rammaza,L,AR,23.0,26.0,0.88,-3.0,47.0,,17.3%,18.7%
Methodz,HP,TOR,FL,OGLA,5/10/2020,B,#00350,#00088,Gun Runner,L,AR,27.0,29.0,0.93,-2.0,122.0,12,15.9%,17.2%
MeTTalZz,HP,TOR,FL,OGLA,5/10/2020,B,#00347,#00088,Rammaza,L,SMG,36.0,29.0,1.24,7.0,49.0,,27.1%,20.9%
MeTTalZz,HP,TOR,FL,OGLA,5/10/2020,B,#00350,#00088,Gun Runner,L,SMG,37.0,30.0,1.23,7.0,67.0,8,21.8%,17.8%
Priestahh,HP,ATL,FL,NY,5/10/2020,B,#00352,#00089,Gun Runner,W,FLEX,31.0,29.0,1.07,2.0,52.0,4,20.3%,20.9%
Priestahh,HP,ATL,FL,NY,5/10/2020,B,#00355,#00089,Hackney,L,FLEX,29.0,33.0,0.88,-4.0,38.0,,23.0%,24.8%
Priestahh,HP,ATL,FL,OGLA,5/10/2020,B,#00357,#00090,Azhir,L,FLEX,29.0,41.0,0.71,-12.0,13.0,,18.1%,24.8%
Priestahh,HP,ATL,FL,OGLA,5/10/2020,B,#00360,#00090,St Petro,W,FLEX,32.0,30.0,1.07,2.0,18.0,,23.7%,25.2%
Simp,HP,ATL,FL,NY,5/10/2020,B,#00352,#00089,Gun Runner,W,SMG,25.0,28.0,0.89,-3.0,127.0,14,16.3%,20.1%
Simp,HP,ATL,FL,NY,5/10/2020,B,#00355,#00089,Hackney,L,SMG,23.0,22.0,1.05,1.0,109.0,,18.3%,16.5%
Simp,HP,ATL,FL,OGLA,5/10/2020,B,#00357,#00090,Azhir,L,SMG,39.0,30.0,1.3,9.0,64.0,,24.4%,18.2%
Simp,HP,ATL,FL,OGLA,5/10/2020,B,#00360,#00090,St Petro,W,SMG,33.0,19.0,1.74,14.0,65.0,,24.4%,16.0%
Slasher,HP,OGLA,FL,TOR,5/10/2020,B,#00347,#00088,Rammaza,W,AR,34.0,21.0,1.62,13.0,101.0,,24.6%,15.8%
Slasher,HP,OGLA,FL,TOR,5/10/2020,B,#00350,#00088,Gun Runner,W,AR,31.0,28.0,1.11,3.0,133.0,14,18.3%,16.5%
Slasher,HP,OGLA,FL,ATL,5/10/2020,B,#00357,#00090,Azhir,W,AR,29.0,25.0,1.16,4.0,60.0,,17.6%,15.6%
Slasher,HP,OGLA,FL,ATL,5/10/2020,B,#00360,#00090,St Petro,L,AR,32.0,22.0,1.45,10.0,99.0,,26.9%,16.3%
Temp,HP,NY,FL,ATL,5/10/2020,B,#00352,#00089,Gun Runner,L,FLEX,33.0,29.0,1.14,4.0,61.0,10,23.7%,19.0%
Temp,HP,NY,FL,ATL,5/10/2020,B,#00355,#00089,Hackney,W,FLEX,29.0,26.0,1.12,3.0,32.0,,21.8%,20.6%
TJHaly,HP,OGLA,FL,TOR,5/10/2020,B,#00347,#00088,Rammaza,W,SMG,26.0,29.0,0.9,-3.0,45.0,,18.8%,21.8%
TJHaly,HP,OGLA,FL,TOR,5/10/2020,B,#00350,#00088,Gun Runner,W,SMG,34.0,37.0,0.92,-3.0,67.0,20,20.1%,21.8%
TJHaly,HP,OGLA,FL,ATL,5/10/2020,B,#00357,#00090,Azhir,W,SMG,42.0,33.0,1.27,9.0,30.0,,25.5%,20.6%
TJHaly,HP,OGLA,FL,ATL,5/10/2020,B,#00360,#00090,St Petro,L,SMG,19.0,29.0,0.66,-10.0,55.0,,16.0%,21.5%
ZooMaa,HP,NY,FL,ATL,5/10/2020,B,#00352,#00089,Gun Runner,L,SMG,30.0,34.0,0.88,-4.0,36.0,4,21.6%,22.2%
ZooMaa,HP,NY,FL,ATL,5/10/2020,B,#00355,#00089,Hackney,W,SMG,25.0,27.0,0.93,-2.0,53.0,,18.8%,21.4%
Accuracy,HP,NY,SEA,SEA,5/22/2020,G,#00375,#00094,Gun Runner,W,M4,21.0,22.0,0.95,-1.0,105,12,15.2%,18.3%
Accuracy,HP,NY,SEA,SEA,5/22/2020,G,#00378,#00094,St Petro,W,M4,29.0,19.0,1.53,10.0,86,13,22.5%,17.1%
Alexx,HP,MIN,SEA,OGLA,5/22/2020,G,#00370,#00093,Rammaza,W,MP5,33.0,22.0,1.5,11.0,100,10,23.2%,20.2%
Alexx,HP,MIN,SEA,OGLA,5/22/2020,G,#00373,#00093,Azhir,L,MP5,28.0,31.0,0.9,-3.0,23,8,21.1%,21.5%
Apathy,HP,SEA,SEA,NY,5/22/2020,G,#00375,#00094,Gun Runner,L,MP5,21.0,31.0,0.68,-10.0,22,14,17.5%,22.5%
Apathy,HP,SEA,SEA,NY,5/22/2020,G,#00378,#00094,St Petro,L,MP5,28.0,23.0,1.22,5.0,24,8,25.2%,17.8%
AquA,HP,LAG,SEA,LON,5/22/2020,G,#00365,#00092,Gun Runner,L,FLEX,22.0,29.0,0.76,-7.0,7,,19.1%,21.0%
AquA,HP,LAG,SEA,LON,5/22/2020,G,#00368,#00092,Rammaza,W,FLEX,19.0,19.0,1.0,0.0,77,4,17.8%,17.8%
Arcitys,HP,CHI,SEA,PAR,5/22/2020,G,#00361,#00091,Azhir,W,FLEX,21.0,20.0,1.05,1.0,116,5,16.8%,15.9%
Arcitys,HP,CHI,SEA,PAR,5/22/2020,G,#00364,#00091,Hackney,W,FLEX,33.0,28.0,1.18,5.0,24,10,22.9%,18.4%
Asim,HP,MIN,SEA,OGLA,5/22/2020,G,#00370,#00093,Rammaza,W,MP5,30.0,27.0,1.11,3.0,7,14,21.1%,24.8%
Asim,HP,MIN,SEA,OGLA,5/22/2020,G,#00373,#00093,Azhir,L,MP5,32.0,28.0,1.14,4.0,54,4,24.1%,19.4%
Assault,HP,MIN,SEA,OGLA,5/22/2020,G,#00370,#00093,Rammaza,W,MP5,35.0,18.0,1.94,17.0,96,9,24.6%,16.5%
Assault,HP,MIN,SEA,OGLA,5/22/2020,G,#00373,#00093,Azhir,L,MP5,23.0,23.0,1.0,0.0,22,11,17.3%,16.0%
Attach,HP,NY,SEA,SEA,5/22/2020,G,#00375,#00094,Gun Runner,W,MP5,28.0,21.0,1.33,7.0,30,10,20.3%,17.5%
Attach,HP,NY,SEA,SEA,5/22/2020,G,#00378,#00094,St Petro,W,MP5,17.0,21.0,0.81,-4.0,94,7,13.2%,18.9%
Blazt,HP,LAG,SEA,LON,5/22/2020,G,#00365,#00092,Gun Runner,L,M4,19.0,22.0,0.86,-3.0,55,,16.5%,15.9%
Blazt,HP,LAG,SEA,LON,5/22/2020,G,#00368,#00092,Rammaza,W,M4,20.0,18.0,1.11,2.0,74,2,18.7%,16.8%
Chino,HP,OGLA,SEA,MIN,5/22/2020,G,#00370,#00093,Rammaza,L,FLEX,18.0,31.0,0.58,-13.0,53,3,16.5%,21.8%
Chino,HP,OGLA,SEA,MIN,5/22/2020,G,#00373,#00093,Azhir,W,FLEX,23.0,25.0,0.92,-2.0,92,16,16.0%,18.8%
Dashy,HP,OGLA,SEA,MIN,5/22/2020,G,#00370,#00093,Rammaza,L,MP5,21.0,30.0,0.7,-9.0,33,9,19.3%,21.1%
Dashy,HP,OGLA,SEA,MIN,5/22/2020,G,#00373,#00093,Azhir,W,MP5,37.0,27.0,1.37,10.0,54,12,25.7%,20.3%
Decemate,HP,LAG,SEA,LON,5/22/2020,G,#00365,#00092,Gun Runner,L,MP5,26.0,26.0,1.0,0.0,36,,22.6%,18.8%
Decemate,HP,LAG,SEA,LON,5/22/2020,G,#00368,#00092,Rammaza,W,MP5,24.0,21.0,1.14,3.0,58,10,22.4%,19.6%
Denz,HP,PAR,SEA,CHI,5/22/2020,G,#00361,#00091,Azhir,L,M4,27.0,18.0,1.5,9.0,60,3,21.4%,14.3%
Denz,HP,PAR,SEA,CHI,5/22/2020,G,#00364,#00091,Hackney,L,M4,22.0,22.0,1.0,0.0,28,12,14.5%,15.3%
Dylan,HP,LON,SEA,LAG,5/22/2020,G,#00365,#00092,Gun Runner,W,MP5,25.0,29.0,0.86,-4.0,45,,18.1%,25.2%
Dylan,HP,LON,SEA,LAG,5/22/2020,G,#00368,#00092,Rammaza,L,MP5,23.0,25.0,0.92,-2.0,38,4,21.5%,23.4%
Enable,HP,SEA,SEA,NY,5/22/2020,G,#00375,#00094,Gun Runner,L,MP5,13.0,28.0,0.46,-15.0,20,14,10.8%,20.3%
Enable,HP,SEA,SEA,NY,5/22/2020,G,#00378,#00094,St Petro,L,MP5,21.0,28.0,0.75,-7.0,35,7,18.9%,21.7%
Envoy,HP,CHI,SEA,PAR,5/22/2020,G,#00361,#00091,Azhir,W,MP5,23.0,23.0,1.0,0.0,37,6,18.4%,18.3%
Envoy,HP,CHI,SEA,PAR,5/22/2020,G,#00364,#00091,Hackney,W,MP5,32.0,30.0,1.07,2.0,54,13,22.2%,19.7%
FormaL,HP,CHI,SEA,PAR,5/22/2020,G,#00361,#00091,Azhir,W,M4,30.0,23.0,1.3,7.0,45,14,24.0%,18.3%
FormaL,HP,CHI,SEA,PAR,5/22/2020,G,#00364,#00091,Hackney,W,M4,27.0,22.0,1.23,5.0,97,10,18.8%,14.5%
GodRx,HP,MIN,SEA,OGLA,5/22/2020,G,#00370,#00093,Rammaza,W,FLEX,21.0,20.0,1.05,1.0,47,14,14.8%,18.3%
GodRx,HP,MIN,SEA,OGLA,5/22/2020,G,#00373,#00093,Azhir,L,FLEX,26.0,29.0,0.9,-3.0,18,8,19.5%,20.1%
Karma,HP,SEA,SEA,NY,5/22/2020,G,#00375,#00094,Gun Runner,L,FLEX,27.0,30.0,0.9,-3.0,78,7,22.5%,21.7%
Karma,HP,SEA,SEA,NY,5/22/2020,G,#00378,#00094,St Petro,L,FLEX,19.0,25.0,0.76,-6.0,118,6,17.1%,19.4%
Kenny,HP,OGLA,SEA,MIN,5/22/2020,G,#00370,#00093,Rammaza,L,MP5,20.0,25.0,0.8,-5.0,55,7,18.3%,17.6%
Kenny,HP,OGLA,SEA,MIN,5/22/2020,G,#00373,#00093,Azhir,W,MP5,25.0,27.0,0.93,-2.0,14,9,17.4%,20.3%
KiSMET,HP,PAR,SEA,CHI,5/22/2020,G,#00361,#00091,Azhir,L,MP5,27.0,31.0,0.87,-4.0,58,8,21.4%,24.6%
KiSMET,HP,PAR,SEA,CHI,5/22/2020,G,#00364,#00091,Hackney,L,MP5,26.0,35.0,0.74,-9.0,69,9,17.1%,24.3%
Louqa,HP,PAR,SEA,CHI,5/22/2020,G,#00361,#00091,Azhir,L,FLEX,21.0,27.0,0.78,-6.0,30,12,16.7%,21.4%
Louqa,HP,PAR,SEA,CHI,5/22/2020,G,#00364,#00091,Hackney,L,FLEX,40.0,24.0,1.67,16.0,80,8,26.3%,16.7%
Mack,HP,NY,SEA,SEA,5/22/2020,G,#00375,#00094,Gun Runner,W,MP5,29.0,27.0,1.07,2.0,89,8,21.0%,22.5%
Mack,HP,NY,SEA,SEA,5/22/2020,G,#00378,#00094,St Petro,W,MP5,31.0,26.0,1.19,5.0,22,11,24.0%,23.4%
Octane,HP,SEA,SEA,NY,5/22/2020,G,#00375,#00094,Gun Runner,L,M4,31.0,23.0,1.35,8.0,81,6,25.8%,16.7%
Octane,HP,SEA,SEA,NY,5/22/2020,G,#00378,#00094,St Petro,L,M4,26.0,24.0,1.08,2.0,42,8,23.4%,18.6%
Prestinni,HP,CHI,SEA,PAR,5/22/2020,G,#00361,#00091,Azhir,W,MP5,24.0,33.0,0.73,-9.0,41,4,19.2%,26.2%
Prestinni,HP,CHI,SEA,PAR,5/22/2020,G,#00364,#00091,Hackney,W,MP5,22.0,37.0,0.59,-15.0,33,12,15.3%,24.3%
Scump,HP,CHI,SEA,PAR,5/22/2020,G,#00361,#00091,Azhir,W,MP5,27.0,27.0,1.0,0.0,43,8,21.6%,21.4%
Scump,HP,CHI,SEA,PAR,5/22/2020,G,#00364,#00091,Hackney,W,MP5,30.0,35.0,0.86,-5.0,71,8,20.8%,23.0%
Seany,HP,LON,SEA,LAG,5/22/2020,G,#00365,#00092,Gun Runner,W,MP5,27.0,22.0,1.23,5.0,105,,19.6%,19.1%
Seany,HP,LON,SEA,LAG,5/22/2020,G,#00368,#00092,Rammaza,L,MP5,16.0,23.0,0.7,-7.0,83,11,15.0%,21.5%
Shockz,HP,PAR,SEA,CHI,5/22/2020,G,#00361,#00091,Azhir,L,MP5,26.0,26.0,1.0,0.0,52,7,20.6%,20.6%
Shockz,HP,PAR,SEA,CHI,5/22/2020,G,#00364,#00091,Hackney,L,MP5,37.0,31.0,1.19,6.0,45,6,24.3%,21.5%
SiLLY,HP,MIN,SEA,OGLA,5/22/2020,G,#00370,#00093,Rammaza,W,MP5,23.0,22.0,1.05,1.0,62,10,16.2%,20.2%
SiLLY,HP,MIN,SEA,OGLA,5/22/2020,G,#00373,#00093,Azhir,L,MP5,24.0,33.0,0.73,-9.0,23,12,18.0%,22.9%
Skrapz,HP,LON,SEA,LAG,5/22/2020,G,#00365,#00092,Gun Runner,W,MP5,30.0,23.0,1.3,7.0,69,,21.7%,20.0%
Skrapz,HP,LON,SEA,LAG,5/22/2020,G,#00368,#00092,Rammaza,L,MP5,25.0,20.0,1.25,5.0,16,8,23.4%,18.7%
Slacked,HP,SEA,SEA,NY,5/22/2020,G,#00375,#00094,Gun Runner,L,MP5,28.0,26.0,1.08,2.0,37,7,23.3%,18.8%
Slacked,HP,SEA,SEA,NY,5/22/2020,G,#00378,#00094,St Petro,L,MP5,17.0,29.0,0.59,-12.0,31,9,15.3%,22.5%
Slasher,HP,OGLA,SEA,MIN,5/22/2020,G,#00370,#00093,Rammaza,L,M4,24.0,22.0,1.09,2.0,85,3,22.0%,15.5%
Slasher,HP,OGLA,SEA,MIN,5/22/2020,G,#00373,#00093,Azhir,W,M4,33.0,26.0,1.27,7.0,19,12,22.9%,19.5%
Spart,HP,LAG,SEA,LON,5/22/2020,G,#00365,#00092,Gun Runner,L,MP5,23.0,30.0,0.77,-7.0,58,,20.0%,21.7%
Spart,HP,LAG,SEA,LON,5/22/2020,G,#00368,#00092,Rammaza,W,MP5,19.0,23.0,0.83,-4.0,78,9,17.8%,21.5%
Temp,HP,NY,SEA,SEA,5/22/2020,G,#00375,#00094,Gun Runner,W,FLEX,27.0,23.0,1.17,4.0,37,7,19.6%,19.2%
Temp,HP,NY,SEA,SEA,5/22/2020,G,#00378,#00094,St Petro,W,FLEX,23.0,17.0,1.35,6.0,85,14,17.8%,15.3%
TJHaly,HP,OGLA,SEA,MIN,5/22/2020,G,#00370,#00093,Rammaza,L,MP5,26.0,34.0,0.76,-8.0,17,6,23.9%,23.9%
TJHaly,HP,OGLA,SEA,MIN,5/22/2020,G,#00373,#00093,Azhir,W,MP5,26.0,28.0,0.93,-2.0,77,12,18.1%,21.1%
Vivid,HP,LAG,SEA,LON,5/22/2020,G,#00365,#00092,Gun Runner,L,MP5,25.0,31.0,0.81,-6.0,23,,21.7%,22.5%
Vivid,HP,LAG,SEA,LON,5/22/2020,G,#00368,#00092,Rammaza,W,MP5,25.0,26.0,0.96,-1.0,31,10,23.4%,24.3%
wuskin,HP,LON,SEA,LAG,5/22/2020,G,#00365,#00092,Gun Runner,W,M4,24.0,15.0,1.6,9.0,50,,17.4%,13.0%
wuskin,HP,LON,SEA,LAG,5/22/2020,G,#00368,#00092,Rammaza,L,M4,20.0,16.0,1.25,4.0,34,4,18.7%,15.0%
Zed,HP,PAR,SEA,CHI,5/22/2020,G,#00361,#00091,Azhir,L,MP5,25.0,24.0,1.04,1.0,25,4,19.8%,19.0%
Zed,HP,PAR,SEA,CHI,5/22/2020,G,#00364,#00091,Hackney,L,MP5,27.0,32.0,0.84,-5.0,56,12,17.8%,22.2%
Zer0,HP,LON,SEA,LAG,5/22/2020,G,#00365,#00092,Gun Runner,W,FLEX,32.0,26.0,1.23,6.0,32,,23.2%,22.6%
