Player,Mode,Team,Event,Vs Who,Date,Group / Bracket,Map ID,Series ID,Map,Result,Role,Kills,Death,K/D,Plus / Minus,Hill Time,Assists,% of Team Kills,% of Team Deaths
Scump,HP,CHI,ATL,TOR,2/22/2020,G,#00112,#00028,Gun Runner,L,SMG,30.0,32.0,0.94,-2.0,26,9,25.0%,23.0%
Scump,HP,CHI,ATL,MIN,2/22/2020,G,#00120,#00030,Gun Runner,W,SMG,23.0,29.0,0.79,-6.0,21,,17.0%,24.0%
Scump,HP,CHI,ATL,TOR,2/22/2020,G,#00109,#00028,Hackney,W,SMG,20.0,25.0,0.8,-5.0,12,10,16.0%,21.0%
Scump,HP,CHI,ATL,MIN,2/22/2020,G,#00117,#00030,St Petro,L,SMG,16.0,24.0,0.67,-8.0,17,9,19.0%,23.0%
Scump,HP,CHI,ATL,FL,2/22/2020,B,#00148,#00037,Azhir,W,SMG,33.0,36.0,0.92,-3.0,26,17,20.0%,22.0%
Scump,HP,CHI,ATL,FL,2/22/2020,B,#00151,#00037,Hackney,L,SMG,23.0,24.0,0.96,-1.0,6,9,23.0%,19.0%
Shockz,HP,PAR,ATL,TOR,2/22/2020,G,#00124,#00031,Azhir,W,Flex,30.0,26.0,1.15,4.0,82,11,20.0%,19.0%
Shockz,HP,PAR,ATL,MIN,2/22/2020,G,#00101,#00026,Gun Runner,W,Flex,30.0,25.0,1.2,5.0,37,12,22.0%,19.0%
Shockz,HP,PAR,ATL,TOR,2/22/2020,G,#00121,#00031,Gun Runner,L,Flex,23.0,29.0,0.79,-6.0,23,7,17.0%,19.0%
Shockz,HP,PAR,ATL,MIN,2/22/2020,G,#00104,#00026,Azhir,L,Flex,21.0,28.0,0.75,-7.0,25,,16.0%,19.0%
Shockz,HP,PAR,ATL,MIN,2/22/2020,G,#00133,#00034,Gun Runner,L,Flex,25.0,27.0,0.93,-2.0,25,6,26.0%,19.0%
Shockz,HP,PAR,ATL,MIN,2/22/2020,G,#00136,#00034,Azhir,W,Flex,24.0,26.0,0.92,-2.0,16,9,20.0%,21.0%
SiLLY,HP,MIN,ATL,PAR,2/22/2020,G,#00104,#00026,Azhir,W,Flex,26.0,25.0,1.04,1.0,80,,18.0%,19.0%
SiLLY,HP,MIN,ATL,PAR,2/22/2020,G,#00101,#00026,Gun Runner,L,Flex,24.0,30.0,0.8,-6.0,67,6,18.0%,22.0%
SiLLY,HP,MIN,ATL,CHI,2/22/2020,G,#00120,#00030,Gun Runner,L,Flex,22.0,30.0,0.73,-8.0,30,,18.0%,22.0%
SiLLY,HP,MIN,ATL,CHI,2/22/2020,G,#00117,#00030,St Petro,W,Flex,15.0,13.0,1.15,2.0,77,5,14.0%,15.0%
SiLLY,HP,MIN,ATL,PAR,2/22/2020,G,#00133,#00034,Gun Runner,W,Flex,28.0,19.0,1.47,9.0,100,12,20.0%,19.0%
SiLLY,HP,MIN,ATL,PAR,2/22/2020,G,#00136,#00034,Azhir,L,Flex,22.0,26.0,0.85,-4.0,15,10,18.0%,21.0%
SiLLY,HP,MIN,ATL,ATL,2/22/2020,B,#00146,#00036,Gun Runner,L,Flex,21.0,31.0,0.68,-10.0,52,8,16.0%,22.0%
SiLLY,HP,MIN,ATL,ATL,2/22/2020,B,#00143,#00036,Hackney,W,Flex,17.0,30.0,0.57,-13.0,44,,14.0%,27.0%
Simp,HP,ATL,ATL,LON,2/22/2020,G,#00128,#00032,Gun Runner,W,SMG,30.0,31.0,0.97,-1.0,38,15,20.0%,21.0%
Simp,HP,ATL,ATL,OGLA,2/22/2020,G,#00114,#00029,Azhir,W,SMG,27.0,23.0,1.17,4.0,20,,19.0%,25.0%
Simp,HP,ATL,ATL,LON,2/22/2020,G,#00125,#00032,Hackney,W,SMG,20.0,24.0,0.83,-4.0,27,13,18.0%,21.0%
Simp,HP,ATL,ATL,MIN,2/22/2020,B,#00146,#00036,Gun Runner,W,SMG,33.0,27.0,1.22,6.0,14,9,24.0%,21.0%
Simp,HP,ATL,ATL,MIN,2/22/2020,B,#00143,#00036,Hackney,L,SMG,29.0,25.0,1.16,4.0,22,,26.0%,21.0%
Simp,HP,ATL,ATL,FL,2/22/2020,B,#00153,#00038,St Petro,W,SMG,29.0,17.0,1.71,12.0,17,5,27.0%,21.0%
Skrapz,HP,LON,ATL,ATL,2/22/2020,G,#00128,#00032,Gun Runner,L,Flex,36.0,29.0,1.24,7.0,24,14,25.0%,20.0%
Skrapz,HP,LON,ATL,FL,2/22/2020,G,#00108,#00027,Azhir,W,Flex,28.0,19.0,1.47,9.0,26,,22.0%,21.0%
Skrapz,HP,LON,ATL,ATL,2/22/2020,G,#00125,#00032,Hackney,L,Flex,25.0,25.0,1.0,0.0,74,13,22.0%,22.0%
Skrapz,HP,LON,ATL,FL,2/22/2020,G,#00105,#00027,St Petro,W,Flex,25.0,20.0,1.25,5.0,67,7,20.0%,23.0%
Skrapz,HP,LON,ATL,FL,2/22/2020,G,#00138,#00035,St Petro,L,Flex,26.0,30.0,0.87,-4.0,22,14,21.0%,22.0%
Skrapz,HP,LON,ATL,FL,2/22/2020,G,#00141,#00035,Hackney,W,Flex,24.0,25.0,0.96,-1.0,56,9,19.0%,22.0%
Skyz,HP,FL,ATL,OGLA,2/22/2020,G,#00132,#00033,Hackney,W,AR,32.0,19.0,1.68,13.0,0,10,21.0%,15.0%
Skyz,HP,FL,ATL,LON,2/22/2020,G,#00108,#00027,Azhir,L,Flex,21.0,20.0,1.05,1.0,10,,23.0%,16.0%
Skyz,HP,FL,ATL,LON,2/22/2020,G,#00105,#00027,St Petro,L,Flex,20.0,21.0,0.95,-1.0,37,10,23.0%,17.0%
Skyz,HP,FL,ATL,OGLA,2/22/2020,G,#00129,#00033,Rammaza,L,Flex,19.0,23.0,0.83,-4.0,34,3,24.0%,21.0%
Skyz,HP,FL,ATL,CHI,2/22/2020,B,#00148,#00037,Azhir,L,Flex,43.0,30.0,1.43,13.0,53,10,26.0%,18.0%
Skyz,HP,FL,ATL,LON,2/22/2020,G,#00138,#00035,St Petro,W,Flex,31.0,22.0,1.41,9.0,60,12,23.0%,18.0%
Skyz,HP,FL,ATL,CHI,2/22/2020,B,#00151,#00037,Hackney,W,Flex,27.0,13.0,2.08,14.0,53,5,22.0%,13.0%
Skyz,HP,FL,ATL,LON,2/22/2020,G,#00141,#00035,Hackney,L,AR,24.0,22.0,1.09,2.0,19,7,21.0%,17.0%
Skyz,HP,FL,ATL,ATL,2/22/2020,B,#00153,#00038,St Petro,L,Flex,16.0,20.0,0.8,-4.0,41,6,20.0%,18.0%
Slasher,HP,OGLA,ATL,FL,2/22/2020,G,#00129,#00033,Rammaza,W,Flex,26.0,19.0,1.37,7.0,59,12,23.0%,24.0%
Slasher,HP,OGLA,ATL,ATL,2/22/2020,G,#00114,#00029,Azhir,L,Flex,25.0,30.0,0.83,-5.0,16,,27.0%,21.0%
Slasher,HP,OGLA,ATL,FL,2/22/2020,G,#00132,#00033,Hackney,L,Flex,22.0,30.0,0.73,-8.0,13,11,17.0%,20.0%
TJHaly,HP,OGLA,ATL,FL,2/22/2020,G,#00132,#00033,Hackney,L,SMG,26.0,31.0,0.84,-5.0,117,6,20.0%,21.0%
TJHaly,HP,OGLA,ATL,FL,2/22/2020,G,#00129,#00033,Rammaza,W,SMG,19.0,15.0,1.27,4.0,105,8,17.0%,19.0%
TJHaly,HP,OGLA,ATL,ATL,2/22/2020,G,#00114,#00029,Azhir,L,SMG,11.0,33.0,0.33,-22.0,34,,12.0%,23.0%
wuskin,HP,LON,ATL,ATL,2/22/2020,G,#00125,#00032,Hackney,L,AR,30.0,17.0,1.76,13.0,11,9,26.0%,15.0%
wuskin,HP,LON,ATL,FL,2/22/2020,G,#00108,#00027,Azhir,W,AR,29.0,13.0,2.23,16.0,59,,23.0%,14.0%
wuskin,HP,LON,ATL,ATL,2/22/2020,G,#00128,#00032,Gun Runner,L,AR,27.0,26.0,1.04,1.0,14,9,18.0%,18.0%
wuskin,HP,LON,ATL,FL,2/22/2020,G,#00105,#00027,St Petro,W,AR,23.0,12.0,1.92,11.0,50,8,19.0%,14.0%
wuskin,HP,LON,ATL,FL,2/22/2020,G,#00141,#00035,Hackney,W,AR,30.0,18.0,1.67,12.0,16,9,23.0%,16.0%
wuskin,HP,LON,ATL,FL,2/22/2020,G,#00138,#00035,St Petro,L,AR,28.0,22.0,1.27,6.0,77,7,23.0%,16.0%
Zed,HP,PAR,ATL,TOR,2/22/2020,G,#00121,#00031,Gun Runner,L,SMG,33.0,28.0,1.18,5.0,30,4,24.0%,18.0%
Zed,HP,PAR,ATL,TOR,2/22/2020,G,#00124,#00031,Azhir,W,SMG,33.0,23.0,1.43,10.0,28,9,22.0%,17.0%
Zed,HP,PAR,ATL,MIN,2/22/2020,G,#00101,#00026,Gun Runner,W,SMG,23.0,25.0,0.92,-2.0,58,12,17.0%,19.0%
Zed,HP,PAR,ATL,MIN,2/22/2020,G,#00104,#00026,Azhir,L,SMG,22.0,26.0,0.85,-4.0,82,,17.0%,18.0%
Zed,HP,PAR,ATL,MIN,2/22/2020,G,#00136,#00034,Azhir,W,SMG,23.0,25.0,0.92,-2.0,9,6,19.0%,20.0%
Zed,HP,PAR,ATL,MIN,2/22/2020,G,#00133,#00034,Gun Runner,L,SMG,22.0,27.0,0.81,-5.0,46,9,22.0%,19.0%
aBeZy,HP,ATL,LA,FL,3/7/2020,G,#00156,#00039,St Petro,W,SMG,28.0,25.0,1.12,3.0,68,10,23.1%,20.7%
aBeZy,HP,ATL,LA,DAL,3/7/2020,G,#00172,#00043,St Petro,W,SMG,25.0,28.0,0.89,-3.0,61,7,19.7%,21.7%
Accuracy,HP,NY,LA,DAL,3/7/2020,G,#00163,#00041,Gun Runner,W,AR,35.0,20.0,1.75,15.0,98,15,21.1%,14.1%
Accuracy,HP,NY,LA,FL,3/7/2020,G,#00178,#00044,Hackney,L,AR,28.0,18.0,1.56,10.0,97,8,23.1%,14.8%
Accuracy,HP,NY,LA,DAL,3/7/2020,G,#00166,#00041,Hackney,L,AR,20.0,24.0,0.83,-4.0,66,11,17.1%,17.8%
Accuracy,HP,NY,LA,FL,3/7/2020,G,#00175,#00044,Rammaza,L,AR,19.0,21.0,0.9,-2.0,41,3,17.8%,18.3%
Alexx,HP,MIN,LA,SEA,3/7/2020,G,#00159,#00040,Hackney,W,SMG,36.0,26.0,1.38,10.0,137,6,26.3%,21.1%
Alexx,HP,MIN,LA,SEA,3/7/2020,G,#00162,#00040,Rammaza,W,SMG,29.0,20.0,1.45,9.0,69,5,23.0%,18.9%
Alexx,HP,MIN,LA,OGLA,3/7/2020,G,#00179,#00045,Azhir,L,SMG,21.0,28.0,0.75,-7.0,32,9,17.4%,21.2%
Apathy,HP,SEA,LA,LAG,3/7/2020,G,#00182,#00046,Azhir,W,SMG,32.0,17.0,1.88,15.0,73,10,23.5%,20.0%
Apathy,HP,SEA,LA,MIN,3/7/2020,G,#00159,#00040,Hackney,L,SMG,23.0,28.0,0.82,-5.0,79,9,18.7%,20.4%
Apathy,HP,SEA,LA,MIN,3/7/2020,G,#00162,#00040,Rammaza,L,SMG,22.0,28.0,0.79,-6.0,51,8,21.0%,22.2%
AquA,HP,LAG,LA,OGLA,3/7/2020,G,#00167,#00042,Hackney,W,AR,38.0,26.0,1.46,12.0,14,16,24.5%,18.8%
AquA,HP,LAG,LA,OGLA,3/7/2020,G,#00170,#00042,Gun Runner,L,AR,28.0,28.0,1.0,0.0,16,12,21.2%,18.8%
AquA,HP,LAG,LA,SEA,3/7/2020,G,#00182,#00046,Azhir,L,AR,24.0,24.0,1.0,0.0,13,3,28.6%,17.6%
Asim,HP,MIN,LA,OGLA,3/7/2020,G,#00179,#00045,Azhir,L,SMG,23.0,30.0,0.77,-7.0,21,11,19.0%,22.7%
Asim,HP,MIN,LA,SEA,3/7/2020,G,#00162,#00040,Rammaza,W,SMG,20.0,21.0,0.95,-1.0,50,12,15.9%,19.8%
Asim,HP,MIN,LA,SEA,3/7/2020,G,#00159,#00040,Hackney,W,SMG,18.0,30.0,0.6,-12.0,37,10,13.1%,24.4%
Assault,HP,MIN,LA,OGLA,3/7/2020,G,#00179,#00045,Azhir,L,AR,30.0,23.0,1.3,7.0,73,9,24.8%,17.4%
Assault,HP,MIN,LA,SEA,3/7/2020,G,#00162,#00040,Rammaza,W,AR,26.0,22.0,1.18,4.0,82,7,20.6%,20.8%
Assault,HP,MIN,LA,SEA,3/7/2020,G,#00159,#00040,Hackney,W,AR,26.0,25.0,1.04,1.0,42,9,19.0%,20.3%
Attach,HP,NY,LA,DAL,3/7/2020,G,#00163,#00041,Gun Runner,W,FLEX,38.0,27.0,1.41,11.0,47,17,22.9%,19.0%
Attach,HP,NY,LA,DAL,3/7/2020,G,#00166,#00041,Hackney,L,FLEX,23.0,23.0,1.0,0.0,99,10,19.7%,17.0%
Attach,HP,NY,LA,FL,3/7/2020,G,#00175,#00044,Rammaza,L,FLEX,23.0,22.0,1.05,1.0,45,7,21.5%,19.1%
Attach,HP,NY,LA,FL,3/7/2020,G,#00178,#00044,Hackney,L,FLEX,22.0,22.0,1.0,0.0,31,5,18.2%,18.0%
Blazt,HP,LAG,LA,OGLA,3/7/2020,G,#00167,#00042,Hackney,W,FLEX,31.0,25.0,1.24,6.0,113,7,20.0%,18.1%
Blazt,HP,LAG,LA,OGLA,3/7/2020,G,#00170,#00042,Gun Runner,L,FLEX,18.0,29.0,0.62,-11.0,85,9,13.6%,19.5%
Blazt,HP,LAG,LA,SEA,3/7/2020,G,#00182,#00046,Azhir,L,FLEX,16.0,27.0,0.59,-11.0,31,5,19.0%,19.9%
Cellium,HP,ATL,LA,DAL,3/7/2020,G,#00172,#00043,St Petro,W,FLEX,23.0,28.0,0.82,-5.0,52,7,18.1%,21.7%
Cellium,HP,ATL,LA,FL,3/7/2020,G,#00156,#00039,St Petro,W,FLEX,20.0,26.0,0.77,-6.0,24,10,16.5%,21.5%
Clayster,HP,DAL,LA,ATL,3/7/2020,G,#00172,#00043,St Petro,L,AR,30.0,23.0,1.3,7.0,71,7,23.3%,18.1%
Clayster,HP,DAL,LA,NY,3/7/2020,G,#00163,#00041,Gun Runner,L,AR,20.0,30.0,0.67,-10.0,48,14,14.1%,18.1%
Clayster,HP,DAL,LA,NY,3/7/2020,G,#00166,#00041,Hackney,W,AR,20.0,23.0,0.87,-3.0,27,7,14.8%,19.7%
Crimsix,HP,DAL,LA,NY,3/7/2020,G,#00166,#00041,Hackney,W,FLEX,33.0,23.0,1.43,10.0,66,6,24.4%,19.7%
Crimsix,HP,DAL,LA,NY,3/7/2020,G,#00163,#00041,Gun Runner,L,FLEX,31.0,37.0,0.84,-6.0,52,9,21.8%,22.3%
Crimsix,HP,DAL,LA,ATL,3/7/2020,G,#00172,#00043,St Petro,L,FLEX,25.0,27.0,0.93,-2.0,38,10,19.4%,21.3%
Dashy,HP,OGLA,LA,LAG,3/7/2020,G,#00170,#00042,Gun Runner,W,FLEX,34.0,25.0,1.36,9.0,106,10,22.8%,18.9%
Dashy,HP,OGLA,LA,MIN,3/7/2020,G,#00179,#00045,Azhir,W,FLEX,33.0,25.0,1.32,8.0,50,14,25.0%,20.7%
Dashy,HP,OGLA,LA,LAG,3/7/2020,G,#00167,#00042,Hackney,L,FLEX,27.0,31.0,0.87,-4.0,52,7,19.6%,20.0%
Decemate,HP,LAG,LA,OGLA,3/7/2020,G,#00170,#00042,Gun Runner,L,SMG,36.0,29.0,1.24,7.0,40,6,27.3%,19.5%
Decemate,HP,LAG,LA,OGLA,3/7/2020,G,#00167,#00042,Hackney,W,SMG,36.0,23.0,1.57,13.0,31,10,23.2%,16.7%
Decemate,HP,LAG,LA,SEA,3/7/2020,G,#00182,#00046,Azhir,L,SMG,15.0,27.0,0.56,-12.0,10,8,17.9%,19.9%
Fero,HP,FL,LA,NY,3/7/2020,G,#00175,#00044,Rammaza,W,FLEX,30.0,18.0,1.67,12.0,69,7,26.1%,16.7%
Fero,HP,FL,LA,ATL,3/7/2020,G,#00156,#00039,St Petro,L,FLEX,22.0,34.0,0.65,-12.0,22,11,18.2%,28.1%
Fero,HP,FL,LA,NY,3/7/2020,G,#00178,#00044,Hackney,W,FLEX,19.0,30.0,0.63,-11.0,46,10,15.6%,24.8%
Frosty,HP,FL,LA,NY,3/7/2020,G,#00178,#00044,Hackney,W,SMG,29.0,23.0,1.26,6.0,44,8,23.8%,19.0%
Frosty,HP,FL,LA,NY,3/7/2020,G,#00175,#00044,Rammaza,W,SMG,24.0,19.0,1.26,5.0,63,7,20.9%,17.6%
Frosty,HP,FL,LA,ATL,3/7/2020,G,#00156,#00039,St Petro,L,SMG,23.0,21.0,1.1,2.0,92,7,19.0%,17.4%
GodRx,HP,MIN,LA,SEA,3/7/2020,G,#00159,#00040,Hackney,W,FLEX,31.0,22.0,1.41,9.0,41,11,22.6%,17.9%
GodRx,HP,MIN,LA,SEA,3/7/2020,G,#00162,#00040,Rammaza,W,FLEX,28.0,18.0,1.56,10.0,107,6,22.2%,17.0%
GodRx,HP,MIN,LA,OGLA,3/7/2020,G,#00179,#00045,Azhir,L,FLEX,25.0,24.0,1.04,1.0,58,8,20.7%,18.2%
Happy,HP,NY,LA,DAL,3/7/2020,G,#00166,#00041,Hackney,L,FLEX,23.0,31.0,0.74,-8.0,38,7,19.7%,23.0%
Happy,HP,NY,LA,DAL,3/7/2020,G,#00163,#00041,Gun Runner,W,FLEX,22.0,32.0,0.69,-10.0,69,21,13.3%,22.5%
Happy,HP,NY,LA,FL,3/7/2020,G,#00178,#00044,Hackney,L,FLEX,21.0,27.0,0.78,-6.0,42,9,17.4%,22.1%
Happy,HP,NY,LA,FL,3/7/2020,G,#00175,#00044,Rammaza,L,FLEX,17.0,25.0,0.68,-8.0,63,11,15.9%,21.7%
Havok,HP,FL,LA,NY,3/7/2020,G,#00178,#00044,Hackney,W,SMG,28.0,27.0,1.04,1.0,48,12,23.0%,22.3%
Havok,HP,FL,LA,ATL,3/7/2020,G,#00156,#00039,St Petro,L,SMG,26.0,27.0,0.96,-1.0,27,3,21.5%,22.3%
Havok,HP,FL,LA,NY,3/7/2020,G,#00175,#00044,Rammaza,W,SMG,20.0,25.0,0.8,-5.0,43,3,17.4%,23.1%
Huke,HP,DAL,LA,ATL,3/7/2020,G,#00172,#00043,St Petro,L,SMG,28.0,24.0,1.17,4.0,91,11,21.7%,18.9%
Huke,HP,DAL,LA,NY,3/7/2020,G,#00166,#00041,Hackney,W,SMG,28.0,23.0,1.22,5.0,84,8,20.7%,19.7%
Huke,HP,DAL,LA,NY,3/7/2020,G,#00163,#00041,Gun Runner,L,SMG,28.0,32.0,0.88,-4.0,15,12,19.7%,19.3%
iLLey,HP,DAL,LA,NY,3/7/2020,G,#00166,#00041,Hackney,W,FLEX,32.0,24.0,1.33,8.0,85,9,23.7%,20.5%
iLLey,HP,DAL,LA,NY,3/7/2020,G,#00163,#00041,Gun Runner,L,FLEX,25.0,32.0,0.78,-7.0,105,15,17.6%,19.3%
iLLey,HP,DAL,LA,ATL,3/7/2020,G,#00172,#00043,St Petro,L,FLEX,21.0,28.0,0.75,-7.0,116,11,16.3%,22.0%
JKap,HP,OGLA,LA,LAG,3/7/2020,G,#00167,#00042,Hackney,L,FLEX,23.0,30.0,0.77,-7.0,60,15,16.7%,19.4%
JKap,HP,OGLA,LA,MIN,3/7/2020,G,#00179,#00045,Azhir,W,FLEX,20.0,25.0,0.8,-5.0,61,10,15.2%,20.7%
JKap,HP,OGLA,LA,LAG,3/7/2020,G,#00170,#00042,Gun Runner,W,FLEX,20.0,29.0,0.69,-9.0,36,14,13.4%,22.0%
Karma,HP,SEA,LA,MIN,3/7/2020,G,#00162,#00040,Rammaza,L,FLEX,25.0,27.0,0.93,-2.0,36,7,23.8%,21.4%
Karma,HP,SEA,LA,MIN,3/7/2020,G,#00159,#00040,Hackney,L,FLEX,25.0,32.0,0.78,-7.0,1,12,20.3%,23.4%
Karma,HP,SEA,LA,LAG,3/7/2020,G,#00182,#00046,Azhir,W,FLEX,19.0,18.0,1.06,1.0,31,15,14.0%,21.2%
Kenny,HP,OGLA,LA,LAG,3/7/2020,G,#00170,#00042,Gun Runner,W,SMG,34.0,25.0,1.36,9.0,77,11,22.8%,18.9%
Kenny,HP,OGLA,LA,LAG,3/7/2020,G,#00167,#00042,Hackney,L,SMG,26.0,36.0,0.72,-10.0,1,9,18.8%,23.2%
Kenny,HP,OGLA,LA,MIN,3/7/2020,G,#00179,#00045,Azhir,W,SMG,24.0,25.0,0.96,-1.0,87,12,18.2%,20.7%
MajorManiak,HP,ATL,LA,FL,3/7/2020,G,#00156,#00039,St Petro,W,AR,29.0,22.0,1.32,7.0,82,10,24.0%,18.2%
MajorManiak,HP,ATL,LA,DAL,3/7/2020,G,#00172,#00043,St Petro,W,AR,23.0,21.0,1.1,2.0,84,10,18.1%,16.3%
Maux,HP,FL,LA,ATL,3/7/2020,G,#00156,#00039,St Petro,L,FLEX,20.0,19.0,1.05,1.0,79,11,16.5%,15.7%
Maux,HP,FL,LA,NY,3/7/2020,G,#00178,#00044,Hackney,W,FLEX,19.0,22.0,0.86,-3.0,65,9,15.6%,18.2%
Maux,HP,FL,LA,NY,3/7/2020,G,#00175,#00044,Rammaza,W,FLEX,18.0,25.0,0.72,-7.0,55,8,15.7%,23.1%
Octane,HP,SEA,LA,LAG,3/7/2020,G,#00182,#00046,Azhir,W,AR,43.0,16.0,2.69,27.0,72,13,31.6%,18.8%
Octane,HP,SEA,LA,MIN,3/7/2020,G,#00159,#00040,Hackney,L,AR,27.0,25.0,1.08,2.0,58,9,22.0%,18.2%
Octane,HP,SEA,LA,MIN,3/7/2020,G,#00162,#00040,Rammaza,L,AR,21.0,20.0,1.05,1.0,64,12,20.0%,15.9%
Pandur,HP,SEA,LA,MIN,3/7/2020,G,#00159,#00040,Hackney,L,FLEX,23.0,28.0,0.82,-5.0,66,8,18.7%,20.4%
Pandur,HP,SEA,LA,LAG,3/7/2020,G,#00182,#00046,Azhir,W,FLEX,22.0,16.0,1.38,6.0,31,7,16.2%,18.8%
Pandur,HP,SEA,LA,MIN,3/7/2020,G,#00162,#00040,Rammaza,L,FLEX,21.0,26.0,0.81,-5.0,71,7,20.0%,20.6%
Priestahh,HP,ATL,LA,DAL,3/7/2020,G,#00172,#00043,St Petro,W,FLEX,29.0,31.0,0.94,-2.0,39,5,22.8%,24.0%
Priestahh,HP,ATL,LA,FL,3/7/2020,G,#00156,#00039,St Petro,W,FLEX,23.0,28.0,0.82,-5.0,68,9,19.0%,23.1%
Shotzzy,HP,DAL,LA,NY,3/7/2020,G,#00163,#00041,Gun Runner,L,SMG,38.0,35.0,1.09,3.0,15,14,26.8%,21.1%
Shotzzy,HP,DAL,LA,ATL,3/7/2020,G,#00172,#00043,St Petro,L,SMG,25.0,25.0,1.0,0.0,58,9,19.4%,19.7%
Shotzzy,HP,DAL,LA,NY,3/7/2020,G,#00166,#00041,Hackney,W,SMG,22.0,24.0,0.92,-2.0,2,12,16.3%,20.5%
SiLLY,HP,MIN,LA,SEA,3/7/2020,G,#00159,#00040,Hackney,W,FLEX,26.0,20.0,1.3,6.0,73,10,19.0%,16.3%
SiLLY,HP,MIN,LA,SEA,3/7/2020,G,#00162,#00040,Rammaza,W,FLEX,23.0,25.0,0.92,-2.0,51,6,18.3%,23.6%
SiLLY,HP,MIN,LA,OGLA,3/7/2020,G,#00179,#00045,Azhir,L,FLEX,22.0,27.0,0.81,-5.0,47,12,18.2%,20.5%
Simp,HP,ATL,LA,DAL,3/7/2020,G,#00172,#00043,St Petro,W,SMG,27.0,21.0,1.29,6.0,98,7,21.3%,16.3%
Simp,HP,ATL,LA,FL,3/7/2020,G,#00156,#00039,St Petro,W,SMG,21.0,20.0,1.05,1.0,93,10,17.4%,16.5%
Skyz,HP,FL,LA,ATL,3/7/2020,G,#00156,#00039,St Petro,L,AR,30.0,20.0,1.5,10.0,90,1,24.8%,16.5%
Skyz,HP,FL,LA,NY,3/7/2020,G,#00178,#00044,Hackney,W,AR,27.0,19.0,1.42,8.0,62,6,22.1%,15.7%
Skyz,HP,FL,LA,NY,3/7/2020,G,#00175,#00044,Rammaza,W,AR,23.0,21.0,1.1,2.0,57,8,20.0%,19.4%
Slacked,HP,SEA,LA,MIN,3/7/2020,G,#00159,#00040,Hackney,L,SMG,25.0,24.0,1.04,1.0,37,12,20.3%,17.5%
Slacked,HP,SEA,LA,LAG,3/7/2020,G,#00182,#00046,Azhir,W,SMG,20.0,18.0,1.11,2.0,50,11,14.7%,21.2%
Slacked,HP,SEA,LA,MIN,3/7/2020,G,#00162,#00040,Rammaza,L,SMG,16.0,25.0,0.64,-9.0,50,6,15.2%,19.8%
Slasher,HP,OGLA,LA,LAG,3/7/2020,G,#00167,#00042,Hackney,L,AR,31.0,22.0,1.41,9.0,124,11,22.5%,14.2%
Slasher,HP,OGLA,LA,MIN,3/7/2020,G,#00179,#00045,Azhir,W,AR,26.0,20.0,1.3,6.0,40,11,19.7%,16.5%
Slasher,HP,OGLA,LA,LAG,3/7/2020,G,#00170,#00042,Gun Runner,W,AR,25.0,27.0,0.93,-2.0,55,13,16.8%,20.5%
Spart,HP,LAG,LA,OGLA,3/7/2020,G,#00170,#00042,Gun Runner,L,FLEX,29.0,30.0,0.97,-1.0,30,8,22.0%,20.1%
Spart,HP,LAG,LA,OGLA,3/7/2020,G,#00167,#00042,Hackney,W,FLEX,24.0,27.0,0.89,-3.0,83,12,15.5%,19.6%
Spart,HP,LAG,LA,SEA,3/7/2020,G,#00182,#00046,Azhir,L,FLEX,9.0,26.0,0.35,-17.0,23,5,10.7%,19.1%
Temp,HP,NY,LA,DAL,3/7/2020,G,#00163,#00041,Gun Runner,W,SMG,35.0,28.0,1.25,7.0,77,10,21.1%,19.7%
Temp,HP,NY,LA,FL,3/7/2020,G,#00175,#00044,Rammaza,L,SMG,24.0,27.0,0.89,-3.0,58,5,22.4%,23.5%
Temp,HP,NY,LA,FL,3/7/2020,G,#00178,#00044,Hackney,L,SMG,24.0,26.0,0.92,-2.0,29,8,19.8%,21.3%
Temp,HP,NY,LA,DAL,3/7/2020,G,#00166,#00041,Hackney,L,SMG,22.0,28.0,0.79,-6.0,3,11,18.8%,20.7%
TJHaly,HP,OGLA,LA,LAG,3/7/2020,G,#00170,#00042,Gun Runner,W,SMG,36.0,26.0,1.38,10.0,51,13,24.2%,19.7%
TJHaly,HP,OGLA,LA,LAG,3/7/2020,G,#00167,#00042,Hackney,L,SMG,31.0,36.0,0.86,-5.0,0,13,22.5%,23.2%
TJHaly,HP,OGLA,LA,MIN,3/7/2020,G,#00179,#00045,Azhir,W,SMG,29.0,26.0,1.12,3.0,27,7,22.0%,21.5%
Vivid,HP,LAG,LA,OGLA,3/7/2020,G,#00167,#00042,Hackney,W,SMG,26.0,37.0,0.7,-11.0,24,15,16.8%,26.8%
Vivid,HP,LAG,LA,OGLA,3/7/2020,G,#00170,#00042,Gun Runner,L,SMG,21.0,33.0,0.64,-12.0,56,13,15.9%,22.1%
Vivid,HP,LAG,LA,SEA,3/7/2020,G,#00182,#00046,Azhir,L,SMG,20.0,32.0,0.63,-12.0,13,5,23.8%,23.5%
ZooMaa,HP,NY,LA,DAL,3/7/2020,G,#00163,#00041,Gun Runner,W,SMG,36.0,35.0,1.03,1.0,36,16,21.7%,24.6%
ZooMaa,HP,NY,LA,DAL,3/7/2020,G,#00166,#00041,Hackney,L,SMG,29.0,29.0,1.0,0.0,33,7,24.8%,21.5%
ZooMaa,HP,NY,LA,FL,3/7/2020,G,#00178,#00044,Hackney,L,SMG,26.0,29.0,0.9,-3.0,30,9,21.5%,23.8%
